bbl,address,building_area_sqft,year_built,year_alter1,year_alter2,last_known_alteration,num_floors,rentable_sqft,avg_rentable_sqft_per_floor,owner_name,owner_type,latitude,longitude,landuse,community_district,council_district,districts,in_hells_kitchen,in_community_board_4,in_council_district_3,zola_url,has_financing_document,document_type,document_date,document_amount,finance_amount_per_gross_sqft,finance_amount_per_rentable_sqft,document_crfn,property_type,street_address
1008180051.00000000,114 5 AVENUE,351552,1909,1989,2012,2012,18,446471.04,24803.95,"114 FIFTH AVENUE ASSOCIATES, LLC",,40.7379204,-73.9927830,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/818/51,True,MTGE,2015-10-20T00:00:00.000,33149472.89,94.29,74.25,2015000387957,CR,114 5 AVENUE
1008180066.00000000,26 WEST 17 STREET,106770,1908,1981,0,1981,12,135597.9,11299.82,EDMAL REALTY CO. LLC,,40.7384036,-73.9939341,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/818/66,True,DEED,2020-12-15T00:00:00.000,33564375.00,314.36,247.53,2020000367069,CR,26 WEST 17 STREET
1008190010.00000000,47 WEST 17 STREET,179186,1907,0,0,0,12,227566.22,18963.85,44 WEST 18TH STREET LLC,,40.7392051,-73.9943851,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/819/10,True,DEED,2023-07-20T00:00:00.000,28128555.63,156.98,123.61,2023000186186,CR,47 WEST 17 STREET
1008190044.00000000,126 5 AVENUE,100621,1906,1980,0,1980,15,127788.67,8519.24,"126-8 FIFTH AVENUE, LLC",,40.7385050,-73.9922308,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/819/44,False,,,,0.0,0.0,,,126 5 AVENUE
1008190056.00000000,18 WEST 18 STREET,173152,1904,0,0,0,11,219903.04,19991.19,17-18 MANAGEMENT COMPANY,,40.7388015,-73.9934288,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/819/56,True,MTGE,2018-04-06T00:00:00.000,20500000,118.39,93.22,2018000123897,CR,18 WEST 18 STREET
1008200026.00000000,23 WEST 18 STREET,191400,1902,1987,0,1987,11,243078.0,22098.0,18-19TH ASSOCIATES,,40.7393614,-73.9929019,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/820/26,True,MTGE,2022-06-28T00:00:00.000,4000000.00,20.9,16.46,2022000297138,CR,23 WEST 18 STREET
1008200038.00000000,130 5 AVENUE,120000,1903,0,0,0,11,152400.0,13854.55,"ROC-FIFTH AVENUE ASSOCIATES,",,40.7388179,-73.9920467,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/820/38,True,MTGE,2022-07-27T00:00:00.000,25000000.00,208.33,164.04,2022000304618,CR,130 5 AVENUE
1008210014.00000000,39 WEST 19 STREET,107152,1910,2019,2014,2019,12,136083.04,11340.25,ABNER PROPERTIES CO,,40.7401602,-73.9933746,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/821/14,False,,,,0.0,0.0,,,39 WEST 19 STREET
1008210041.00000000,148 5 AVENUE,187536,1890,2019,2019,2019,11,238170.72,21651.88,150 5TH AVENUE OFFICE LLC,,40.7396743,-73.9915234,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/821/41,True,DEED,2007-11-01T00:00:00.000,155000000,826.51,650.79,2007000558312,CR,148 5 AVENUE
1008220009.00000000,37 WEST 20 STREET,105942,1910,0,0,0,12,134546.34,11212.19,37 WEST 20 COMPANY,,40.7408162,-73.9931002,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/9,True,MTGE,,755384.97,7.13,5.61,,PA,37 WEST 20 STREET
1008220031.00000000,154 5 AVENUE,184509,1895,1979,0,1979,13,234326.43,17357.51,156 5 AVE CORP,,40.7400448,-73.9912744,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/31,True,MTGE,,2138427.19,11.59,9.13,,PA,154 5 AVENUE
1008220054.00000000,22 WEST 21 STREET,101368,1908,2015,0,2015,12,128737.36,10728.11,21 BUILDING CORP,,40.7407063,-73.9921331,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/54,True,MTGE,,2150000,21.21,16.7,,PA,22 WEST 21 STREET
1008230055.00000000,20 WEST 22 STREET,169887,1911,1990,0,1990,16,215756.49,13484.78,ELK REALTY LLC,,40.7412744,-73.9915954,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/823/55,True,MTGE,2017-05-30T00:00:00.000,40000000,235.45,185.39,2017000204253,CR,20 WEST 22 STREET
1008250031.00000000,1097 BROADWAY,704950,1909,2012,2008,2012,15,895286.5,59685.77,200 FIFTH OWNER LLC,,40.7421554,-73.9898955,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/825/31,True,MTGE,2018-11-26T00:00:00.000,200000000,283.71,223.39,2018000395827,CR,1097 BROADWAY
1008270028.00000000,1121 BROADWAY,105667,1897,1987,0,1987,12,134197.09,11183.09,1123 TOWNSEND LLC,,40.7433767,-73.9894190,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/827/28,True,MTGE,2017-12-28T00:00:00.000,9253435.14,87.57,68.95,2018000003386,CR,1121 BROADWAY
1008280009.00000000,37 WEST 26 STREET,112259,1909,1986,0,1986,12,142568.93,11880.74,KIAMIE PRINCESS MARION REALTY CORP,,40.7446202,-73.9904148,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/828/9,True,MTGE,2016-11-29T00:00:00.000,18198985.06,162.12,127.65,2016000441489,CR,37 WEST 26 STREET
1008280033.00000000,1140 BROADWAY,128010,1916,1989,0,1989,16,162572.7,10160.79,1140 LLC,,40.7439256,-73.9887008,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/828/33,True,MTGE,2017-05-17T00:00:00.000,20191880.75,157.74,124.2,2017000191198,CR,1140 BROADWAY
1008280041.00000000,228 5 AVENUE,404245,1915,1989,0,1989,20,513391.15,25669.56,230 5 AVE ASSOC,,40.7441315,-73.9884409,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/828/41,True,MTGE,2022-08-18T00:00:00.000,8041007.40,19.89,15.66,2022000353200,CR,228 5 AVENUE
1008290016.00000000,31 WEST 27 STREET,106800,1909,2019,0,2019,12,135636.0,11303.0,"31 WEST 27TH STREET PROPERTY INVESTORS I V, LLC",,40.7450428,-73.9894909,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/829/16,True,MTGE,2019-08-29T00:00:00.000,19725000,184.69,145.43,2019000286331,CR,31 WEST 27 STREET
1008300054.00000000,1186 BROADWAY,185000,1904,1989,2008,2008,13,234950.0,18073.08,LGF ENTERPRISES,,40.7456630,-73.9882602,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/830/54,True,MTGE,2020-03-06T00:00:00.000,100000000.00,540.54,425.62,2020000088400,CR,1186 BROADWAY
1008320066.00000000,1226 BROADWAY,133394,1868,1986,0,1986,12,169410.38,14117.53,1234 BROADWAY LLC,,40.7471616,-73.9879892,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/832/66,True,DEED,2004-04-22T00:00:00.000,18950000,142.06,111.86,2004000317296,IB,1226 BROADWAY
1008470001.00000000,109 5 AVENUE,214700,1895,2015,2013,2015,13,272669.0,20974.54,BJW REALTY LLC,,40.7384885,-73.9912096,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/847/1,True,MTGE,2020-01-22T00:00:00.000,187588200,873.72,687.97,2020000037395,CR,109 5 AVENUE
1010150029.00000000,1493 BROADWAY,686603,1927,2016,2015,2016,32,871985.81,27249.56,PARAMOUNT LEASEHOLD L.P.,,40.7572210,-73.9867132,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1015/29,True,MTGE,2019-12-12T00:00:00.000,70000000.00,101.95,80.28,2019000414407,OF,1493 BROADWAY
1010157501.00000000,229 WEST 43 STREET,589617,1932,2008,0,2008,16,748813.59,46800.85,229 WEST 43RD STREET CONDOMINIUM,,40.7575093,-73.9874965,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1015/7501,False,,,,0.0,0.0,,,229 WEST 43 STREET
1010180006.00000000,235 WEST 46 STREET,215879,1928,2012,2010,2012,18,274166.33,15231.46,BECKER-PARAMOUNT FEE LLC,,40.7596391,-73.9870124,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1018/6,True,MTGE,2018-04-04T00:00:00.000,40000000,185.29,145.9,2018000118444,CR,235 WEST 46 STREET
1010210019.00000000,1613 BROADWAY,158150,1931,0,0,0,11,200850.5,18259.14,1619 BROADWAY REALTY LLC,,40.7611347,-73.9846441,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1021/19,True,MTGE,2015-06-09T00:00:00.000,76600000,484.35,381.38,2015000203564,OF,1613 BROADWAY
1006090007.00000000,154 WEST 14 STREET,140044,1913,0,0,0,12,177855.88,14821.32,ABNER PROPERTIES COMPANY,,40.7381622,-73.9995598,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/609/7,False,,,,0.0,0.0,,,154 WEST 14 STREET
1010130039.00000000,214 WEST 42 STREET,119905,1903,2008,0,2008,8,152279.35,19034.92,NEW AMSTERDAM DEVELOPMENT CORPORATION,C,40.7559201,-73.9880454,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1013/39,True,MTGE,,4000000,33.36,26.27,,PA,214 WEST 42 STREET
1010950035.00000000,653 11 AVENUE,153363,1929,1989,2007,2007,16,194771.01,12173.19,CE INK 48 DE OWNER LLC,,40.7645666,-73.9959930,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1095/35,True,DEED,2024-12-12T00:00:00.000,57789019,376.81,296.7,2024000330521,CR,653 11 AVENUE
1006010047.00000000,120 LEROY STREET,118422,1920,2012,2018,2018,9,150395.94,16710.66,"LF GREENWICH,",,40.7300676,-74.0079739,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/601/47,True,MTGE,2018-10-23T00:00:00.000,6713830.22,56.69,44.64,2018000358093,CR,120 LEROY STREET
1010250054.00000000,244 WEST 54 STREET,134441,1911,2018,0,2018,12,170740.07,14228.34,WEST 54TH STREET LLC,,40.7642334,-73.9835134,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1025/54,True,MTGE,2022-03-09T00:00:00.000,28974856.49,215.52,169.7,2022000135680,CR,244 WEST 54 STREET
1010250025.00000000,1690 BROADWAY,596559,1968,0,0,0,41,757629.93,18478.78,1700 BROADWAY OWNER LLC,,40.7635113,-73.9822718,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1025/25,True,DEED,2018-01-24T00:00:00.000,453050000,759.44,597.98,2018000031044,CR,1690 BROADWAY
1010220043.00000000,1631 BROADWAY,2438059,1972,1989,0,1989,48,3096334.93,64506.98,"1633 BROADWAY OWNER II, LP",,40.7621064,-73.9847016,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1022/43,True,MTGE,2015-12-02T00:00:00.000,50000000,20.51,16.15,2015000440990,OF,1631 BROADWAY
1010240015.00000000,1675 BROADWAY,762619,1987,2018,0,2018,35,968526.13,27672.18,BROADWAY 52ND LP,,40.7631025,-73.9835462,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1024/15,True,MTGE,2015-05-05T00:00:00.000,83674601.43,109.72,86.39,2015000157063,CR,1675 BROADWAY
1007940025.00000000,125 WEST 18 STREET,228000,1917,1987,0,1987,8,289560.0,36195.0,WASSERSTEIN ENTERPRISES,,40.7405528,-73.9957634,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/794/25,True,MTGE,2017-11-29T00:00:00.000,3000000,13.16,10.36,2017000455852,OF,125 WEST 18 STREET
1010660012.00000000,440 WEST 57 STREET,441347,1964,0,0,0,17,560510.69,32971.22,YS 440W57 OWNER LLC,P,40.7681753,-73.9874692,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1066/12,True,DEED,2021-03-31T00:00:00.000,154912500.00,351.0,276.38,2021000127276,CR,440 WEST 57 STREET
1010650012.00000000,423 WEST 55 STREET,263438,1915,2004,0,2004,12,334566.26,27880.52,"423 WEST 55TH STREET,",,40.7674233,-73.9879639,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1065/12,False,,,,0.0,0.0,,,423 WEST 55 STREET
1008560009.00000000,11 EAST 26 STREET,217991,1913,1979,0,1979,21,276848.57,13183.27,11 MSN L.L.C,,40.7434397,-73.9872284,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/856/9,True,DEED,2021-12-23T00:00:00.000,148208299.67,679.88,535.34,2022000008250,CR,11 EAST 26 STREET
1008510001.00000000,171 5 AVENUE,183449,1903,1990,0,1990,21,232980.23,11094.3,FLATIRON OWNER LLC,,40.7409916,-73.9896539,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/851/1,True,MTGE,2024-10-21T00:00:00.000,140000000,763.15,600.91,2024000284248,OF,171 5 AVENUE
1006920041.00000000,510 WEST 21 STREET,124385,1928,1988,0,1988,8,157968.95,19746.12,"SM I MMS, L.L.C.",,40.7465857,-74.0061064,6,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/692/41,True,MTGE,2021-12-16T00:00:00.000,1706011000.00,13715.57,10799.66,2022000008012,CR,510 WEST 21 STREET
1006920015.00000000,529 WEST 20 STREET,111329,1930,1988,1996,1996,11,141387.83,12853.44,EKA 529 WEST 20TH STREET LLC,,40.7466296,-74.0069004,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/692/15,True,MTGE,2025-05-29T00:00:00.000,195984.41,1.76,1.39,2025000156898,OF,529 WEST 20 STREET
1006870029.00000000,85 10 AVENUE,553472,1914,2015,2017,2017,11,702909.44,63900.86,"85 TENTH AVENUE ASSOCIATES, L.L.C.",,40.7433852,-74.0079827,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/687/29,True,MTGE,2016-12-01T00:00:00.000,126000000,227.65,179.25,2016000433952,CR,85 10 AVENUE
1006940047.00000000,524 WEST 23 STREET,141934,1931,1986,0,1986,10,180256.18,18025.62,"SM I MMS, L.L.C.",,40.7479910,-74.0056121,6,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/694/47,True,MTGE,2021-12-16T00:00:00.000,1706011000.00,12019.75,9464.37,2022000008012,CR,524 WEST 23 STREET
1006970047.00000000,518 WEST 26 STREET,218019,1910,1983,0,1983,10,276884.13,27688.41,WEST CHELSEA BUILDING LLC,,40.7499865,-74.0043057,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/697/47,True,MTGE,2010-03-24T00:00:00.000,348209.25,1.6,1.26,2010000111059,CR,518 WEST 26 STREET
1006960065.00000000,210 11 AVENUE,108081,1911,1989,2004,2004,11,137262.87,12478.44,"ONBAR,",,40.7498465,-74.0059046,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/696/65,True,MTGE,2018-09-14T00:00:00.000,1500000,13.88,10.93,2018000315188,OF,210 11 AVENUE
1008570076.00000000,243 5 AVENUE,258639,1927,2011,2011,2011,24,328471.53,13686.31,245 FIFTH OWNER LLC,,40.7443646,-73.9870767,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/857/76,True,MTGE,2016-02-12T00:00:00.000,10000000.01,38.66,30.44,2016000073930,OF,243 5 AVENUE
1008500001.00000000,149 5 AVENUE,173159,1918,1987,2013,2013,16,219911.93,13744.5,149 5 AVE CORP,,40.7402066,-73.9899897,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/850/1,True,MTGE,2003-01-24T00:00:00.000,7000000,40.43,31.83,2003000043472,OT,149 5 AVENUE
1007610053.00000000,330 WEST 38 STREET,180064,1928,1989,0,1989,16,228681.28,14292.58,HUDSON 38 HOLDINGS LLC,,40.7552563,-73.9934994,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/761/53,True,MTGE,2015-05-29T00:00:00.000,10127736.74,56.25,44.29,2015000235590,OF,330 WEST 38 STREET
1007590045.00000000,519 8 AVENUE,330291,1927,0,0,0,25,419469.57,16778.78,KAUFMAN 8TH AVENUE ASSOC,,40.7534118,-73.9930231,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/759/45,True,MTGE,2022-06-29T00:00:00.000,8962568.66,27.14,21.37,2022000284662,CR,519 8 AVENUE
1007610033.00000000,545 8 AVENUE,166874,1927,1986,0,1986,23,211929.98,9214.35,545 EIGHTH AVE ASSOC.,,40.7544987,-73.9921820,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/761/33,True,MTGE,2017-12-20T00:00:00.000,19067715.34,114.26,89.97,2018000015279,OF,545 8 AVENUE
1007600032.00000000,307 WEST 36 STREET,232458,1926,0,0,0,18,295221.66,16401.2,37TH ARCADE CO,,40.7540376,-73.9929076,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/760/32,True,MTGE,2012-05-31T00:00:00.000,3634096.15,15.63,12.31,2012000238194,AP,307 WEST 36 STREET
1007610037.00000000,555 8 AVENUE,162260,1927,1984,0,1984,23,206070.2,8959.57,SLOYER FORMAN INC,,40.7546798,-73.9921387,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/761/37,False,,,,0.0,0.0,,,555 8 AVENUE
1007580082.00000000,440 9 AVENUE,342596,1927,1999,0,1999,18,435096.92,24172.05,440 NINTH AVENUE OWNER LLC,,40.7536727,-73.9954919,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/758/82,True,MTGE,2018-12-06T00:00:00.000,54800000,159.96,125.95,2018000408789,CR,440 9 AVENUE
1007600063.00000000,336 WEST 37 STREET,122817,1928,0,0,0,14,155977.59,11141.26,IGS REALTY CO,,40.7546717,-73.9940373,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/760/63,True,MTGE,2020-12-23T00:00:00.000,12670000.00,103.16,81.23,2021000003753,CR,336 WEST 37 STREET
1007590029.00000000,319 WEST 35 STREET,117188,1900,1987,0,1987,25,148828.76,5953.15,H 317-319 LLC,,40.7534091,-73.9937161,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/759/29,True,MTGE,2023-04-26T00:00:00.000,20000000,170.67,134.38,2023000108944,AP,319 WEST 35 STREET
1006020068.00000000,435 HUDSON STREET,245330,1936,2017,2012,2017,9,311569.1,34618.79,NEW REMAINDERMAN 435 HUDSON LLC,,40.7306249,-74.0071765,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/602/68,True,DEED,2019-04-16T00:00:00.000,10.00,0.0,0.0,2019000155936,CR,435 HUDSON STREET
1006020036.00000000,611 WASHINGTON STREET,108764,1925,1985,0,1985,9,138130.28,15347.81,MORTON WEST LLC,,40.7309322,-74.0084863,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/602/36,True,MTGE,2015-07-29T00:00:00.000,3115016.29,28.64,22.55,2015000283369,OF,611 WASHINGTON STREET
1006030028.00000000,617 WASHINGTON STREET,154328,1911,2014,2017,2017,8,195996.56,24499.57,95 MORTON GORP PROPERTY LLC,,40.7314866,-74.0085585,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/603/28,True,MTGE,2022-06-28T00:00:00.000,60000000.00,388.78,306.13,2022000275864,CR,617 WASHINGTON STREET
1007100029.00000000,501 10 AVENUE,203400,1930,2006,2006,2006,7,258318.0,36902.57,500 LINCOLN OWNER LLC,,40.7576279,-73.9974950,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/710/29,True,MTGE,2010-12-10T00:00:00.000,93782886.18,461.08,363.05,2011000011686,CR,501 10 AVENUE
1010710023.00000000,515 WEST 42 STREET,122050,1962,1987,0,1987,7,155003.5,22143.36,R.BORN ASSOC.,,40.7602875,-73.9959535,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1071/23,False,,,,0.0,0.0,,,515 WEST 42 STREET
1010910001.00000000,571 11 AVENUE,783307,1962,0,0,0,8,994799.89,124349.99,NUBEE CORP,,40.7623077,-73.9987979,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1091/1,False,,,,0.0,0.0,,,571 11 AVENUE
1010920007.00000000,633 WEST 44 STREET,211175,1950,2015,0,2015,6,268192.25,44698.71,"SM I MMS, L.L.C.",,40.7631559,-73.9988918,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1092/7,True,MTGE,2021-12-16T00:00:00.000,1706011000.00,8078.66,6361.15,2022000008012,CR,633 WEST 44 STREET
